line,id,source_file,type,course_code,decision,issues,question,answer
111,IR-MID6113-02,intelligent_robotics_qa_pairs.jsonl,,MID6113,keep,,What is the course code for Rapid Modelling?,The course code for Rapid Modelling is MID6113.
112,IR-MID6113-03,intelligent_robotics_qa_pairs.jsonl,,MID6113,keep,,What is the course name for MID6113?,MID6113 is Rapid Modelling.
113,IR-MID6113-04,intelligent_robotics_qa_pairs.jsonl,,MID6113,keep,,Which year is MID6113 Rapid Modelling listed in?,MID6113 Rapid Modelling is listed in Year 1 of the Intelligent Robotics structure.
114,IR-MID6113-05,intelligent_robotics_qa_pairs.jsonl,,MID6113,keep,,What prerequisite is listed for MID6113 Rapid Modelling in the MMU website structure?,Prerequisite for MID6113 Rapid Modelling: No prerequisite is specified on the MMU programme page or current extracted prerequisite rules.
115,IR-MID6113-06,intelligent_robotics_qa_pairs.jsonl,,MID6113,keep,,How does MID6113 connect to the Intelligent Robotics learning path?,MID6113 Rapid Modelling connects to Year 1 core study in Intelligent Robotics.
116,IR-ARE6133-01,intelligent_robotics_qa_pairs.jsonl,,ARE6133,keep,duplicate_question,What is ARE6133 (Analog Electronics) about?,"Analog circuit analysis and design for sensing, instrumentation, filtering, and signal conditioning."
117,IR-ARE6133-02,intelligent_robotics_qa_pairs.jsonl,,ARE6133,keep,,What is the course code for Analog Electronics?,The course code for Analog Electronics is ARE6133.
118,IR-ARE6133-03,intelligent_robotics_qa_pairs.jsonl,,ARE6133,keep,,What is the course name for ARE6133?,ARE6133 is Analog Electronics.
119,IR-ARE6133-04,intelligent_robotics_qa_pairs.jsonl,,ARE6133,keep,,Which year is ARE6133 Analog Electronics listed in?,ARE6133 Analog Electronics is listed in Year 1 of the Intelligent Robotics structure.
120,IR-ARE6133-05,intelligent_robotics_qa_pairs.jsonl,,ARE6133,keep,,What prerequisite is listed for ARE6133 Analog Electronics in the MMU website structure?,Prerequisite for ARE6133 Analog Electronics: No prerequisite is specified on the MMU programme page or current extracted prerequisite rules.
121,IR-ARE6133-06,intelligent_robotics_qa_pairs.jsonl,,ARE6133,keep,,How does ARE6133 connect to the Intelligent Robotics learning path?,ARE6133 Analog Electronics connects to Year 1 core study in Intelligent Robotics.
122,IR-ARL6143-01,intelligent_robotics_qa_pairs.jsonl,,ARL6143,keep,duplicate_question,What is ARL6143 (Linear Systems & Signals) about?,"System and signal foundations for control, communications, feedback, and robotics response analysis."
123,IR-ARL6143-02,intelligent_robotics_qa_pairs.jsonl,,ARL6143,keep,,What is the course code for Linear Systems & Signals?,The course code for Linear Systems & Signals is ARL6143.
124,IR-ARL6143-03,intelligent_robotics_qa_pairs.jsonl,,ARL6143,keep,,What is the course name for ARL6143?,ARL6143 is Linear Systems & Signals.
125,IR-ARL6143-04,intelligent_robotics_qa_pairs.jsonl,,ARL6143,keep,,Which year is ARL6143 Linear Systems & Signals listed in?,ARL6143 Linear Systems & Signals is listed in Year 2 of the Intelligent Robotics structure.
126,IR-ARL6143-05,intelligent_robotics_qa_pairs.jsonl,,ARL6143,keep,,What prerequisite is listed for ARL6143 Linear Systems & Signals in the MMU website structure?,Prerequisite for ARL6143 Linear Systems & Signals: ARL6113 Electrical Circuits
127,IR-ARL6143-06,intelligent_robotics_qa_pairs.jsonl,,ARL6143,keep,,How does ARL6143 connect to the Intelligent Robotics learning path?,ARL6143 Linear Systems & Signals connects to Year 2 core study in Intelligent Robotics.
128,IR-ARL6134-01,intelligent_robotics_qa_pairs.jsonl,,ARL6134,keep,duplicate_question,What is ARL6134 (Electromagnetics with Applications) about?,"Electromagnetic principles relevant to electrical machines, sensors, communications, and applied engineering."
129,IR-ARL6134-02,intelligent_robotics_qa_pairs.jsonl,,ARL6134,keep,,What is the course code for Electromagnetics with Applications?,The course code for Electromagnetics with Applications is ARL6134.
130,IR-ARL6134-03,intelligent_robotics_qa_pairs.jsonl,,ARL6134,keep,,What is the course name for ARL6134?,ARL6134 is Electromagnetics with Applications.
131,IR-ARL6134-04,intelligent_robotics_qa_pairs.jsonl,,ARL6134,keep,,Which year is ARL6134 Electromagnetics with Applications listed in?,ARL6134 Electromagnetics with Applications is listed in Year 2 of the Intelligent Robotics structure.
132,IR-ARL6134-05,intelligent_robotics_qa_pairs.jsonl,,ARL6134,keep,,What prerequisite is listed for ARL6134 Electromagnetics with Applications in the MMU website structure?,Prerequisite for ARL6134 Electromagnetics with Applications: No prerequisite is specified on the MMU programme page or current extracted prerequisite rules.
133,IR-ARL6134-06,intelligent_robotics_qa_pairs.jsonl,,ARL6134,keep,,How does ARL6134 connect to the Intelligent Robotics learning path?,ARL6134 Electromagnetics with Applications connects to Year 2 core study in Intelligent Robotics.
134,IR-ARL6123-01,intelligent_robotics_qa_pairs.jsonl,,ARL6123,keep,duplicate_question,What is ARL6123 (Electrical Machines and Power Systems) about?,"Machine and power-system concepts for robotics drives, actuators, and automation systems."
135,IR-ARL6123-02,intelligent_robotics_qa_pairs.jsonl,,ARL6123,keep,,What is the course code for Electrical Machines and Power Systems?,The course code for Electrical Machines and Power Systems is ARL6123.
136,IR-ARL6123-03,intelligent_robotics_qa_pairs.jsonl,,ARL6123,keep,,What is the course name for ARL6123?,ARL6123 is Electrical Machines and Power Systems.
137,IR-ARL6123-04,intelligent_robotics_qa_pairs.jsonl,,ARL6123,keep,,Which year is ARL6123 Electrical Machines and Power Systems listed in?,ARL6123 Electrical Machines and Power Systems is listed in Year 2 of the Intelligent Robotics structure.
138,IR-ARL6123-05,intelligent_robotics_qa_pairs.jsonl,,ARL6123,keep,,What prerequisite is listed for ARL6123 Electrical Machines and Power Systems in the MMU website structure?,Prerequisite for ARL6123 Electrical Machines and Power Systems: No prerequisite is specified on the MMU programme page or current extracted prerequisite rules.
139,IR-ARL6123-06,intelligent_robotics_qa_pairs.jsonl,,ARL6123,keep,,How does ARL6123 connect to the Intelligent Robotics learning path?,ARL6123 Electrical Machines and Power Systems connects to Year 2 core study in Intelligent Robotics.
140,IR-ARR6123-01,intelligent_robotics_qa_pairs.jsonl,,ARR6123,keep,duplicate_question,What is ARR6123 (Robotics - Machine Design and Mechanisms) about?,Mechanical design and mechanisms used to build and analyse robot movement and structure.
141,IR-ARR6123-02,intelligent_robotics_qa_pairs.jsonl,,ARR6123,keep,,What is the course code for Robotics - Machine Design and Mechanisms?,The course code for Robotics - Machine Design and Mechanisms is ARR6123.
142,IR-ARR6123-03,intelligent_robotics_qa_pairs.jsonl,,ARR6123,keep,,What is the course name for ARR6123?,ARR6123 is Robotics - Machine Design and Mechanisms.
143,IR-ARR6123-04,intelligent_robotics_qa_pairs.jsonl,,ARR6123,keep,,Which year is ARR6123 Robotics - Machine Design and Mechanisms listed in?,ARR6123 Robotics - Machine Design and Mechanisms is listed in Year 2 of the Intelligent Robotics structure.
144,IR-ARR6123-05,intelligent_robotics_qa_pairs.jsonl,,ARR6123,keep,,What prerequisite is listed for ARR6123 Robotics - Machine Design and Mechanisms in the MMU website structure?,Prerequisite for ARR6123 Robotics - Machine Design and Mechanisms: No prerequisite is specified on the MMU programme page or current extracted prerequisite rules.
145,IR-ARR6123-06,intelligent_robotics_qa_pairs.jsonl,,ARR6123,keep,,How does ARR6123 connect to the Intelligent Robotics learning path?,ARR6123 Robotics - Machine Design and Mechanisms connects to Year 2 core study in Intelligent Robotics.
146,IR-ARA6113-01,intelligent_robotics_qa_pairs.jsonl,,ARA6113,keep,duplicate_question,What is ARA6113 (Introduction to Artificial Intelligence) about?,"AI concepts and techniques used in intelligent robotic perception, reasoning, and decision support."
147,IR-ARA6113-02,intelligent_robotics_qa_pairs.jsonl,,ARA6113,keep,,What is the course code for Introduction to Artificial Intelligence?,The course code for Introduction to Artificial Intelligence is ARA6113.
148,IR-ARA6113-03,intelligent_robotics_qa_pairs.jsonl,,ARA6113,keep,,What is the course name for ARA6113?,ARA6113 is Introduction to Artificial Intelligence.
149,IR-ARA6113-04,intelligent_robotics_qa_pairs.jsonl,,ARA6113,keep,,Which year is ARA6113 Introduction to Artificial Intelligence listed in?,ARA6113 Introduction to Artificial Intelligence is listed in Year 2 of the Intelligent Robotics structure.
150,IR-ARA6113-05,intelligent_robotics_qa_pairs.jsonl,,ARA6113,keep,,What prerequisite is listed for ARA6113 Introduction to Artificial Intelligence in the MMU website structure?,Prerequisite for ARA6113 Introduction to Artificial Intelligence: ARC6113 Computer and Programming
151,IR-ARA6113-06,intelligent_robotics_qa_pairs.jsonl,,ARA6113,keep,,How does ARA6113 connect to the Intelligent Robotics learning path?,ARA6113 Introduction to Artificial Intelligence connects to Year 2 core study in Intelligent Robotics.
152,IR-ARR6133-01,intelligent_robotics_qa_pairs.jsonl,,ARR6133,keep,duplicate_question,What is ARR6133 (Actuators and Sensors) about?,"Robotic sensing and actuation components for perception, measurement, movement, and control."
153,IR-ARR6133-02,intelligent_robotics_qa_pairs.jsonl,,ARR6133,keep,,What is the course code for Actuators and Sensors?,The course code for Actuators and Sensors is ARR6133.
154,IR-ARR6133-03,intelligent_robotics_qa_pairs.jsonl,,ARR6133,keep,,What is the course name for ARR6133?,ARR6133 is Actuators and Sensors.
155,IR-ARR6133-04,intelligent_robotics_qa_pairs.jsonl,,ARR6133,keep,,Which year is ARR6133 Actuators and Sensors listed in?,ARR6133 Actuators and Sensors is listed in Year 2 of the Intelligent Robotics structure.
156,IR-ARR6133-05,intelligent_robotics_qa_pairs.jsonl,,ARR6133,keep,,What prerequisite is listed for ARR6133 Actuators and Sensors in the MMU website structure?,Prerequisite for ARR6133 Actuators and Sensors: No prerequisite is specified on the MMU programme page or current extracted prerequisite rules.
157,IR-ARR6133-06,intelligent_robotics_qa_pairs.jsonl,,ARR6133,keep,,How does ARR6133 connect to the Intelligent Robotics learning path?,ARR6133 Actuators and Sensors connects to Year 2 core study in Intelligent Robotics.
158,IR-ARC6133-01,intelligent_robotics_qa_pairs.jsonl,,ARC6133,keep,,What is ARC6133 (Electronics Instrumentation) about?,Measurement and instrumentation methods for acquiring and interpreting engineering signals.
159,IR-ARC6133-02,intelligent_robotics_qa_pairs.jsonl,,ARC6133,keep,,What is the course code for Electronics Instrumentation?,The course code for Electronics Instrumentation is ARC6133.
160,IR-ARC6133-03,intelligent_robotics_qa_pairs.jsonl,,ARC6133,keep,,What is the course name for ARC6133?,ARC6133 is Electronics Instrumentation.
161,IR-ARC6133-04,intelligent_robotics_qa_pairs.jsonl,,ARC6133,keep,,Which year is ARC6133 Electronics Instrumentation listed in?,ARC6133 Electronics Instrumentation is listed in Year 2 of the Intelligent Robotics structure.
162,IR-ARC6133-05,intelligent_robotics_qa_pairs.jsonl,,ARC6133,keep,,What prerequisite is listed for ARC6133 Electronics Instrumentation in the MMU website structure?,Prerequisite for ARC6133 Electronics Instrumentation: No prerequisite is specified on the MMU programme page or current extracted prerequisite rules.
163,IR-ARC6133-06,intelligent_robotics_qa_pairs.jsonl,,ARC6133,keep,,How does ARC6133 connect to the Intelligent Robotics learning path?,ARC6133 Electronics Instrumentation connects to Year 2 core study in Intelligent Robotics.
164,IR-ARR6143-01,intelligent_robotics_qa_pairs.jsonl,,ARR6143,keep,duplicate_question,What is ARR6143 (Robotics - Modelling and Control) about?,"Robot modelling and control concepts for planning, stabilising, and commanding robotic systems."
165,IR-ARR6143-02,intelligent_robotics_qa_pairs.jsonl,,ARR6143,keep,,What is the course code for Robotics - Modelling and Control?,The course code for Robotics - Modelling and Control is ARR6143.
166,IR-ARR6143-03,intelligent_robotics_qa_pairs.jsonl,,ARR6143,keep,,What is the course name for ARR6143?,ARR6143 is Robotics - Modelling and Control.
167,IR-ARR6143-04,intelligent_robotics_qa_pairs.jsonl,,ARR6143,keep,,Which year is ARR6143 Robotics - Modelling and Control listed in?,ARR6143 Robotics - Modelling and Control is listed in Year 2 of the Intelligent Robotics structure.
168,IR-ARR6143-05,intelligent_robotics_qa_pairs.jsonl,,ARR6143,keep,,What prerequisite is listed for ARR6143 Robotics - Modelling and Control in the MMU website structure?,Prerequisite for ARR6143 Robotics - Modelling and Control: No prerequisite is specified on the MMU programme page or current extracted prerequisite rules.
169,IR-ARR6143-06,intelligent_robotics_qa_pairs.jsonl,,ARR6143,keep,,How does ARR6143 connect to the Intelligent Robotics learning path?,ARR6143 Robotics - Modelling and Control connects to Year 2 core study in Intelligent Robotics.
170,IR-ARC6144-01,intelligent_robotics_qa_pairs.jsonl,,ARC6144,keep,,What is ARC6144 (Feedback Control) about?,Feedback-system design for controlling dynamic systems and robotic behaviours.
171,IR-ARC6144-02,intelligent_robotics_qa_pairs.jsonl,,ARC6144,keep,,What is the course code for Feedback Control?,The course code for Feedback Control is ARC6144.
172,IR-ARC6144-03,intelligent_robotics_qa_pairs.jsonl,,ARC6144,keep,,What is the course name for ARC6144?,ARC6144 is Feedback Control.
173,IR-ARC6144-04,intelligent_robotics_qa_pairs.jsonl,,ARC6144,keep,,Which year is ARC6144 Feedback Control listed in?,ARC6144 Feedback Control is listed in Year 2 of the Intelligent Robotics structure.
174,IR-ARC6144-05,intelligent_robotics_qa_pairs.jsonl,,ARC6144,keep,,What prerequisite is listed for ARC6144 Feedback Control in the MMU website structure?,Prerequisite for ARC6144 Feedback Control: No prerequisite is specified on the MMU programme page or current extracted prerequisite rules.
175,IR-ARC6144-06,intelligent_robotics_qa_pairs.jsonl,,ARC6144,keep,,How does ARC6144 connect to the Intelligent Robotics learning path?,ARC6144 Feedback Control connects to Year 2 core study in Intelligent Robotics.
